"Nível Territorial (Código)","Nível Territorial","Unidade de Medida (Código)","Unidade de Medida","Valor","Unidade da Federação (Código)","Unidade da Federação","Ano (Código)","Ano","Variável (Código)","Variável"
"3","Unidade da Federação","2","%",39.77,"53","Distrito Federal","2005","2005","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",1.37,"53","Distrito Federal","2005","2005","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",189609,"53","Distrito Federal","2006","2006","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",4714630,"53","Distrito Federal","2006","2006","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",34310023,"53","Distrito Federal","2006","2006","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",0.26,"53","Distrito Federal","2006","2006","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",16.66,"53","Distrito Federal","2006","2006","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",41.5,"53","Distrito Federal","2006","2006","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",1.56,"53","Distrito Federal","2006","2006","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",262025,"53","Distrito Federal","2007","2007","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",5237235,"53","Distrito Federal","2007","2007","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",38931155,"53","Distrito Federal","2007","2007","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",0.32,"53","Distrito Federal","2007","2007","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",16.02,"53","Distrito Federal","2007","2007","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",40.04,"53","Distrito Federal","2007","2007","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",1.56,"53","Distrito Federal","2007","2007","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",316058,"53","Distrito Federal","2008","2008","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",5726279,"53","Distrito Federal","2008","2008","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",45514197,"53","Distrito Federal","2008","2008","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",0.33,"53","Distrito Federal","2008","2008","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",15.2,"53","Distrito Federal","2008","2008","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",39.21,"53","Distrito Federal","2008","2008","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",1.33,"53","Distrito Federal","2008","2008","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",364900,"53","Distrito Federal","2009","2009","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",7660051,"53","Distrito Federal","2009","2009","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",48584244,"53","Distrito Federal","2009","2009","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",0.34,"53","Distrito Federal","2009","2009","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",17.49,"53","Distrito Federal","2009","2009","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",39.62,"53","Distrito Federal","2009","2009","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",1.44,"53","Distrito Federal","2009","2009","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",327805,"53","Distrito Federal","2010","2010","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",9184149,"53","Distrito Federal","2010","2010","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",58259561,"53","Distrito Federal","2010","2010","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",0.27,"53","Distrito Federal","2010","2010","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",16.77,"53","Distrito Federal","2010","2010","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",39.73,"53","Distrito Federal","2010","2010","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",1.25,"53","Distrito Federal","2010","2010","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",616419,"53","Distrito Federal","2011","2011","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",9376545,"53","Distrito Federal","2011","2011","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",62166346,"53","Distrito Federal","2011","2011","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",0.47,"53","Distrito Federal","2011","2011","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",15.72,"53","Distrito Federal","2011","2011","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",37.97,"53","Distrito Federal","2011","2011","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
